1049,0,0,0,0,1,,
1871,0,0,0,0,1,,
2677,0,0,0,0,1,,
3467,0,0,0,1,0,,
3840,0,0,2,0,0,2700,
4233,1,0,0,0,0,,
4993,1,0,0,0,0,,
5760,1,0,0,0,0,,
6543,0,1,0,0,0,,
7520,0,0,1,0,0,768,
8288,0,0,1,0,0,757,
9045,0,0,1,0,0,705,
9750,0,0,1,0,0,660,
10410,0,0,1,0,0,768,
11178,0,0,1,0,0,768,
11946,0,1,1,0,0,,
12725,0,0,1,1,0,,
13490,0,1,0,0,0,,
13678,0,0,1,0,0,,
13867,0,0,0,1,0,,
14266,0,0,0,1,0,,
14458,0,0,1,0,0,,
14651,0,1,0,0,0,,
15055,0,0,1,0,0,,
16596,0,1,0,0,0,,
16796,0,0,1,0,0,,
16997,0,0,0,1,0,,
17393,0,0,0,1,0,,
17582,0,0,1,0,0,,
17771,0,1,0,0,0,,
18545,0,2,0,2,0,381,381
19696,0,1,0,0,0,,
19898,0,0,1,0,0,,
20100,0,0,0,1,0,,
20496,0,0,0,1,0,,
20689,0,0,1,0,0,,
20882,0,1,0,0,0,,
21249,0,0,1,0,0,,
22787,0,1,0,0,0,,
22983,0,0,1,0,0,,
23179,0,0,0,1,0,,
23575,0,0,0,1,0,,
23764,0,0,1,0,0,,
23953,0,1,0,0,0,,
24725,0,2,0,2,0,381,381
26267,0,1,0,0,0,,
26647,0,0,1,0,0,,
27059,0,0,0,1,0,,
27441,0,0,0,1,0,,
27624,0,0,1,0,0,,
27808,0,1,0,0,0,,
28188,0,1,0,0,0,,
28386,0,0,1,0,0,,
28585,0,0,0,1,0,,
29396,0,0,0,1,0,,
29765,0,0,1,0,0,,
30159,0,1,0,0,0,,
30543,0,1,0,0,0,,
30741,0,0,1,0,0,,
30940,0,0,0,1,0,,
31304,0,0,0,1,0,,
31508,0,0,1,0,0,,
31713,0,1,0,0,0,,
32276,0,0,0,1,0,,
33017,0,1,0,0,0,,
33832,0,0,0,1,0,,
34599,0,1,0,0,0,,
35205,0,1,0,0,0,,
35386,0,0,1,0,0,,
35567,0,0,0,1,0,,
35965,0,0,0,1,0,,
36158,0,0,1,0,0,,
36351,0,1,0,0,0,,
37462,0,2,0,2,0,381,381
38307,0,1,0,1,0,,
40575,0,1,0,0,0,,
41387,0,1,0,0,0,,
41591,0,0,1,0,0,,
41796,0,0,0,1,0,,
42178,0,0,0,1,0,,
42368,0,0,1,0,0,,
42558,0,1,0,0,0,,
43719,0,2,0,2,0,381,381
44477,0,1,0,0,0,,
44874,0,0,0,1,0,,
45651,0,0,0,1,0,,
46037,0,0,0,1,0,,
46419,0,1,0,0,0,,
47200,0,1,0,0,0,,
47595,0,1,0,0,0,,
47794,0,0,1,0,0,,
47994,0,0,0,1,0,,
48383,0,0,0,1,0,,
48577,0,0,1,0,0,,
48771,0,1,0,0,0,,
49914,0,2,0,2,0,381,381
50707,0,1,0,1,0,,
53022,0,1,0,0,0,,
53796,0,1,0,0,0,,
54001,0,0,1,0,0,,
54206,0,0,0,1,0,,
54574,0,0,0,1,0,,
54758,0,0,1,0,0,,
54942,0,1,0,0,0,,
56098,0,2,0,2,0,381,381
56893,0,1,0,0,0,,
57285,0,0,0,1,0,,
58050,0,0,0,1,0,,
58413,0,0,0,1,0,,
58796,0,1,0,0,0,,
59568,0,1,0,0,0,,
59963,0,1,0,0,0,,
60177,0,0,1,0,0,,
60391,0,0,0,1,0,,
60770,0,0,0,1,0,,
60975,0,0,1,0,0,,
61181,0,1,0,0,0,,
62293,0,2,0,2,0,381,381
63062,0,2,0,2,0,1143,1143
66198,0,0,1,0,0,,
66995,0,0,1,0,0,,
67737,0,0,1,0,0,,
68509,0,0,1,0,0,,
69265,0,0,0,2,0,762,
71982,0,1,0,0,0,,
72393,0,2,0,0,0,762,
75009,0,0,0,1,0,,
#,,,,,,,
75422,0,0,0,1,0,,
76242,0,0,0,1,0,,
76655,0,0,0,1,0,,
77039,0,1,0,1,0,,
77804,0,1,0,1,0,,
78591,0,1,0,0,0,,
79357,0,1,0,0,0,,
79740,0,1,0,0,0,,
80125,0,1,0,1,0,,
80868,0,1,0,1,0,,
81702,0,1,0,0,0,,
82113,0,0,0,1,0,,
82855,0,0,0,1,0,,
83237,0,0,0,1,0,,
83632,0,1,0,0,0,,
84370,0,1,0,0,0,,
84788,0,1,0,0,0,,
84980,0,0,1,0,0,,
85173,0,0,0,1,0,,
85587,0,0,0,1,0,,
85770,0,0,1,0,0,,
85953,0,1,0,0,0,,
87087,0,2,0,2,0,381,381
87868,0,0,0,1,0,,
88233,0,1,0,0,0,,
89023,0,1,0,1,0,,
89391,0,1,0,0,0,,
89771,0,0,0,1,0,,
90584,0,1,0,1,0,,
90998,0,0,0,1,0,,
91385,0,1,0,0,0,,
92130,0,1,0,1,0,,
92514,0,1,0,0,0,,
92915,0,0,0,1,0,,
93652,0,1,0,1,0,,
